analysis	network	component	condition_contrast	design_contrast	direction	inference	design_con_valid	group_input_exists	expected_participants	group_input_volumes	group_input_complete	completion_marker_exists	tstat_exists	corrp_exists	peak_corrp	peak_gt_threshold	status	corrp_file	copied_image	copied_sidecar
0	dmn	23	both-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.8614	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
0	dmn	23	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8768	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	dmn	23	rtpj-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.011	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
0	dmn	23	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3248	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	dmn	23	rtpj-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.9536	true	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat2.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00DmnComp0023RtpjMinusVlpfcNegativeTfceCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00DmnComp0023RtpjMinusVlpfcNegativeTfceCorrp_stat-corrp_statmap.json
0	dmn	23	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.9934	true	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00DmnComp0023RtpjMinusVlpfcNegativeClusterExtentCorrp_stat-corrp_statmap.nii.gz	derivatives/fsl/randomise_summary/task-rest_space-MNI152NLin6Asym_desc-dim00DmnComp0023RtpjMinusVlpfcNegativeClusterExtentCorrp_stat-corrp_statmap.json
0	dmn	23	rtpj-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.0312	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat1.nii.gz		
0	dmn	23	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3154	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
0	dmn	23	rtpj-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.3382	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat2.nii.gz		
0	dmn	23	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6864	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
0	dmn	23	vlpfc-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.277	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat1.nii.gz		
0	dmn	23	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3462	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
0	dmn	23	vlpfc-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.276	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat2.nii.gz		
0	dmn	23	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3548	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
0	dmn	23	both-minus-mean-rtpj-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.6932	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat1.nii.gz		
0	dmn	23	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0362	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
0	dmn	23	both-minus-mean-rtpj-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.9034	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat2.nii.gz		
0	dmn	23	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6892	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0023_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0023_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.526	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3812	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.1904	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7326	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-rtpj	C1	positive	tfce	true	true	27	27	true	true	true	true	0.7008	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6956	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-rtpj	C2	negative	tfce	true	true	27	27	true	true	true	true	0.1604	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3408	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.7484	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3438	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.6166	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6858	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	ecn	16	rtpj-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.3758	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
0	ecn	16	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.707	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	ecn	16	rtpj-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.2708	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
0	ecn	16	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	ecn	16	rtpj-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.773	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat1.nii.gz		
0	ecn	16	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0446	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
0	ecn	16	rtpj-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.199	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat2.nii.gz		
0	ecn	16	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0498	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
0	ecn	16	vlpfc-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.033	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat1.nii.gz		
0	ecn	16	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0492	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
0	ecn	16	vlpfc-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.8176	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-vlpfc-minus-sham_tfce_corrp_tstat2.nii.gz		
0	ecn	16	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.732	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-mean-rtpj-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.733	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6932	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-mean-rtpj-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.3128	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_tfce_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0366	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.4782	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7126	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.1596	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-sham_tfce_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.043	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-rtpj	C1	positive	tfce	true	true	27	27	true	true	true	true	0.2536	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3834	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-rtpj	C2	negative	tfce	true	true	27	27	true	true	true	true	0.7652	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-rtpj_tfce_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3934	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.0548	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0454	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.5824	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0456	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C1	positive	tfce	true	true	27	27	true	true	true	true	0.3794	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.346	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C2	negative	tfce	true	true	27	27	true	true	true	true	0.8904	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_tfce_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6802	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C1	positive	tfce	true	true	27	27	true	true	true	true	0.793	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.882	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C2	negative	tfce	true	true	27	27	true	true	true	true	0.2982	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_tfce_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0288	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
